title,authors,year,doi,abstract,journal,title_norm,abstract_norm,has_abstract,has_doi,title_len,abstract_len,corpus_text,bureau_match,level_match,federal_match,local_bureaucracy,nivel_burocracia,papel_burocracia,resultado,mensuracao,metodo
"Lugares e sujeitos da escrita: antropologia, literatura e universitárias não-brancas","Carneiro, Ana",2025,https://doi.org/10.1590/40029/2025,"Abstract What happens when an anthropological text circulates among people whose thought has been the object of its reflections? Which reconstitutions does this circulation impose to subjects (it means, authors) and ethnographic writing? I explore these questions by engaging different fields of discussion: canons of anthropology; reflections published by contemporary novelists; interpelation of two non-white students in the Anthropology Bachelor's program at the Federal University of Southern Bahia (UFSB); and the research and outreach relationships established through my own anthropological practice with shellfish gathering women in the municipality of Belmonte, close to the city of Porto Seguro. This reflection is situated, that is, it is constructed from the perspective of a white professor, immersed in the salutary and still incipient effects of affirmative action policies in Brazilian universities. The objective is to reflect on the effects of the act of ethnographic writing and its circulation regarding the constitution of the subjects and places of enunciation of anthropology. The article seeks to tension, dynamize or even blur the “us/them” division implied in canonical ethnographic narratives.",Revista Brasileira de Ciências Sociais,"lugares e sujeitos da escrita: antropologia, literatura e universitarias nao-brancas","abstract what happens when an anthropological text circulates among people whose thought has been the object of its reflections? which reconstitutions does this circulation impose to subjects (it means, authors) and ethnographic writing? i explore these questions by engaging different fields of discussion: canons of anthropology; reflections published by contemporary novelists; interpelation of two non-white students in the anthropology bachelor's program at the federal university of southern bahia (ufsb); and the research and outreach relationships established through my own anthropological practice with shellfish gathering women in the municipality of belmonte, close to the city of porto seguro. this reflection is situated, that is, it is constructed from the perspective of a white professor, immersed in the salutary and still incipient effects of affirmative action policies in brazilian universities. the objective is to reflect on the effects of the act of ethnographic writing and its circulation regarding the constitution of the subjects and places of enunciation of anthropology. the article seeks to tension, dynamize or even blur the ""us/them"" division implied in canonical ethnographic narratives.",TRUE,TRUE,84,1221,"lugares e sujeitos da escrita: antropologia, literatura e universitarias nao-brancas abstract what happens when an anthropological text circulates among people whose thought has been the object of its reflections? which reconstitutions does this circulation impose to subjects (it means, authors) and ethnographic writing? i explore these questions by engaging different fields of discussion: canons of anthropology; reflections published by contemporary novelists; interpelation of two non-white students in the anthropology bachelor's program at the federal university of southern bahia (ufsb); and the research and outreach relationships established through my own anthropological practice with shellfish gathering women in the municipality of belmonte, close to the city of porto seguro. this reflection is situated, that is, it is constructed from the perspective of a white professor, immersed in the salutary and still incipient effects of affirmative action policies in brazilian universities. the objective is to reflect on the effects of the act of ethnographic writing and its circulation regarding the constitution of the subjects and places of enunciation of anthropology. the article seeks to tension, dynamize or even blur the ""us/them"" division implied in canonical ethnographic narratives.",TRUE,TRUE,TRUE,TRUE,Nível de rua,NA,NA,NA,qualitativo
CRIMINALIDADE NA CIDADE DO RIO DE JANEIRO (RJ) As influências das políticas públicas e as relações a curto e longo prazos,"Pio, João Gabriel; Brito, Ana Carolina Santos; Gomes, Alexandre Lopes",2021,https://doi.org/10.1590/3610601/2021,"The Rio de Janeiro (RJ) municipality presents one of the highest crime rates in Brazil. However, since the 2000s, a significant reduction of lethal crimes has been observed. Given this scenario, the aim of this study is to analyze the factors that determined this phenomenon. Among them, it seeks to assess the effects of the Pacifying Police Unit (Unidade de Polícia Pacificadora - UPP). To this end, the statistical error correction vector (ECV) method was used. This study allowed for the analysis of short- and long-term relationships between crime rates and variables associated with economic activity and police action. The applied dataset comprises the period between April 2002 and August 2019. The main results indicate that UPP implementation contributed to lethal crime reduction in the municipality of Rio de Janeiro. Furthermore, the results show that coercive police action tends to increase crime rates.",Revista Brasileira de Ciências Sociais,criminalidade na cidade do rio de janeiro (rj) as influencias das politicas publicas e as relacoes a curto e longo prazos,"the rio de janeiro (rj) municipality presents one of the highest crime rates in brazil. however, since the 2000s, a significant reduction of lethal crimes has been observed. given this scenario, the aim of this study is to analyze the factors that determined this phenomenon. among them, it seeks to assess the effects of the pacifying police unit (unidade de policia pacificadora - upp). to this end, the statistical error correction vector (ecv) method was used. this study allowed for the analysis of short- and long-term relationships between crime rates and variables associated with economic activity and police action. the applied dataset comprises the period between april 2002 and august 2019. the main results indicate that upp implementation contributed to lethal crime reduction in the municipality of rio de janeiro. furthermore, the results show that coercive police action tends to increase crime rates.",TRUE,TRUE,121,918,"criminalidade na cidade do rio de janeiro (rj) as influencias das politicas publicas e as relacoes a curto e longo prazos the rio de janeiro (rj) municipality presents one of the highest crime rates in brazil. however, since the 2000s, a significant reduction of lethal crimes has been observed. given this scenario, the aim of this study is to analyze the factors that determined this phenomenon. among them, it seeks to assess the effects of the pacifying police unit (unidade de policia pacificadora - upp). to this end, the statistical error correction vector (ecv) method was used. this study allowed for the analysis of short- and long-term relationships between crime rates and variables associated with economic activity and police action. the applied dataset comprises the period between april 2002 and august 2019. the main results indicate that upp implementation contributed to lethal crime reduction in the municipality of rio de janeiro. furthermore, the results show that coercive police action tends to increase crime rates.",TRUE,TRUE,TRUE,TRUE,Nível de rua,NA,NA,NA,nao identificado
Conselhos municipais de esportes e a provisão de bens e serviços da temática esportiva: uma avaliação de impacto,"Barddal, Fabiana Marissa Etzel; Pessali, Huáscar Fialho; Guimarães, Raquel Rangel de Meireles",2025,https://doi.org/10.1590/40016/2025,"Abstract The paper identifies possible effects of active Municipal Sports Councils—CMEs (treatment group) on the provision of goods and services (outcome variables) in their municipalities. It has been done by comparing them to municipalities without CME or with inactive CME (control group), using policy impact assessment methodology (Theory of Change and Results Chain). The results show that CMEs have had a modest and confined effect on the provision of sports goods and services when treatment and control groups are compared. Other policy areas work under a national system that integrates all government levels and includes participatory components. Such a lack of integration in the sports area makes it difficult for active CMEs to have positive effects on the supply of those considered outcome variables.",Revista Brasileira de Ciências Sociais,conselhos municipais de esportes e a provisao de bens e servicos da tematica esportiva: uma avaliacao de impacto,"abstract the paper identifies possible effects of active municipal sports councils-cmes (treatment group) on the provision of goods and services (outcome variables) in their municipalities. it has been done by comparing them to municipalities without cme or with inactive cme (control group), using policy impact assessment methodology (theory of change and results chain). the results show that cmes have had a modest and confined effect on the provision of sports goods and services when treatment and control groups are compared. other policy areas work under a national system that integrates all government levels and includes participatory components. such a lack of integration in the sports area makes it difficult for active cmes to have positive effects on the supply of those considered outcome variables.",TRUE,TRUE,112,816,"conselhos municipais de esportes e a provisao de bens e servicos da tematica esportiva: uma avaliacao de impacto abstract the paper identifies possible effects of active municipal sports councils-cmes (treatment group) on the provision of goods and services (outcome variables) in their municipalities. it has been done by comparing them to municipalities without cme or with inactive cme (control group), using policy impact assessment methodology (theory of change and results chain). the results show that cmes have had a modest and confined effect on the provision of sports goods and services when treatment and control groups are compared. other policy areas work under a national system that integrates all government levels and includes participatory components. such a lack of integration in the sports area makes it difficult for active cmes to have positive effects on the supply of those considered outcome variables.",TRUE,TRUE,FALSE,TRUE,Geral,NA,NA,NA,qualitativo
"Parties, ideology and social composition","Rodrigues, Leôncio Martins; Dentzien, Plinio",2005,NA,"The article analyzes the relationship between the ideological orientations of the main six Brazilian parties and the occupational composition of their rank-and-file. Two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: PPB, PFL, PMDB, PSDB, PDT and PT, respectively. The relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st Legislature in the Lower House, elected in 1998. The analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. The parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). For the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. The article shows, on the other hand, that the present Brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",Revista Brasileira de Ciências Sociais,"parties, ideology and social composition","the article analyzes the relationship between the ideological orientations of the main six brazilian parties and the occupational composition of their rank-and-file. two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: ppb, pfl, pmdb, psdb, pdt and pt, respectively. the relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st legislature in the lower house, elected in 1998. the analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. the parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). for the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. the article shows, on the other hand, that the present brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",TRUE,FALSE,40,1450,"parties, ideology and social composition the article analyzes the relationship between the ideological orientations of the main six brazilian parties and the occupational composition of their rank-and-file. two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: ppb, pfl, pmdb, psdb, pdt and pt, respectively. the relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st legislature in the lower house, elected in 1998. the analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. the parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). for the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. the article shows, on the other hand, that the present brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
"Partidos, ideologia e composição social","Rodrigues, Leôncio Martins",2002,NA,"The article analyzes the relationship between the ideological orientations of the main six Brazilian parties and the occupational composition of their rank-and-file. Two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: PPB, PFL, PMDB, PSDB, PDT and PT, respectively. The relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st Legislature in the Lower House, elected in 1998. The analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. The parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). For the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. The article shows, on the other hand, that the present Brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",Revista Brasileira de Ciências Sociais,"partidos, ideologia e composicao social","the article analyzes the relationship between the ideological orientations of the main six brazilian parties and the occupational composition of their rank-and-file. two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: ppb, pfl, pmdb, psdb, pdt and pt, respectively. the relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st legislature in the lower house, elected in 1998. the analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. the parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). for the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. the article shows, on the other hand, that the present brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",TRUE,FALSE,39,1450,"partidos, ideologia e composicao social the article analyzes the relationship between the ideological orientations of the main six brazilian parties and the occupational composition of their rank-and-file. two right-wing parties, two from the center and another two left wing ones were selected, defined according to the standard concept used: ppb, pfl, pmdb, psdb, pdt and pt, respectively. the relationship between the social composition and the ideological orientation of these parties was done by investigating the profile of the parties'members for the 51st legislature in the lower house, elected in 1998. the analysis showed a marked difference in terms of occupational composition and in the patrimony dimension of the members. the parties classified as right wing recruited their rank-and-file mainly from managerial segments and high ranked public administrators whereas the left wing parties, among the liberal professionals, intellectuals, teachers, white and blue-collar employees (the latter being generally former trade union members). for the parties considered to be centerist, the presence of managers is important but they form a minority inside these parties and, at the same time, there are no members from the popular classes. the article shows, on the other hand, that the present brazilian political class in the current legislature comes, in its almost totality, from four occupational segments: managers, liberal professionals, teachers and former public servants.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
RETÓRICA DA AMEAÇA E SECURITIZAÇÃO: A política migratória dos Estados Unidos na administração Trump,"Contrera, Flávio; Mariano, Karina Lilia Pasquariello; Menezes, Roberto Goulart",2022,https://doi.org/10.1590/3710802/2022,"Abstract: This article aims to show that Donald Trump's changes in US migration policy were driven by threat rhetoric with the purpose of securitizing immigration. Starting from the binomial “I-other” to analyze the Executive's discourses and unilateral actions, we used the method of Critical Discourse Analysis (CDA) to identify the discursive strategies that mobilized the “us against them” debate. In line with the theoretical assumptions of the Copenhagen School, we argue that Trump built a movement to securitize migration policy by employing a narrative in which Latin Americans and Muslims represent a threat to Americans and the United States. However, we conclude that this movement was incomplete, as it did not engender legitimacy before most of public opinion, encountered resistance to its implementation in the Judiciary and in state governments and did not foster the forging of a consensus in the Legislative that would result in a coherent and comprehensive reform of the migration policy.",Revista Brasileira de Ciências Sociais,retorica da ameaca e securitizacao: a politica migratoria dos estados unidos na administracao trump,"abstract: this article aims to show that donald trump's changes in us migration policy were driven by threat rhetoric with the purpose of securitizing immigration. starting from the binomial ""i-other"" to analyze the executive's discourses and unilateral actions, we used the method of critical discourse analysis (cda) to identify the discursive strategies that mobilized the ""us against them"" debate. in line with the theoretical assumptions of the copenhagen school, we argue that trump built a movement to securitize migration policy by employing a narrative in which latin americans and muslims represent a threat to americans and the united states. however, we conclude that this movement was incomplete, as it did not engender legitimacy before most of public opinion, encountered resistance to its implementation in the judiciary and in state governments and did not foster the forging of a consensus in the legislative that would result in a coherent and comprehensive reform of the migration policy.",TRUE,TRUE,99,1008,"retorica da ameaca e securitizacao: a politica migratoria dos estados unidos na administracao trump abstract: this article aims to show that donald trump's changes in us migration policy were driven by threat rhetoric with the purpose of securitizing immigration. starting from the binomial ""i-other"" to analyze the executive's discourses and unilateral actions, we used the method of critical discourse analysis (cda) to identify the discursive strategies that mobilized the ""us against them"" debate. in line with the theoretical assumptions of the copenhagen school, we argue that trump built a movement to securitize migration policy by employing a narrative in which latin americans and muslims represent a threat to americans and the united states. however, we conclude that this movement was incomplete, as it did not engender legitimacy before most of public opinion, encountered resistance to its implementation in the judiciary and in state governments and did not foster the forging of a consensus in the legislative that would result in a coherent and comprehensive reform of the migration policy.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,metodos mistos
"Recursos, decisão e poder: conselhos gestores de políticas públicas de Curitiba","Fuks, Mario; Perissinotto, Renato",2006,NA,"This article investigates the political influence in institutions of enlarged participation. Having as empirical referential the social policies management councils in Curitiba, both theoretical and methodological issues are approached in relation to the concept of power/influence, seeking to identify the most appropriate analytical model for studying the political influence within such institutions. After having considered two of the main approaches (decisional and positional) commonly used in studying the practice of political power, we have concluded that each one alone proves to be unable to explain the distribution of political influence within the councils. The authors suggest the elaboration of a model capable of integrating the virtues of each one of the perspectives and, at the same time, incorporating variables of contextual nature.",Revista Brasileira de Ciências Sociais,"recursos, decisao e poder: conselhos gestores de politicas publicas de curitiba","this article investigates the political influence in institutions of enlarged participation. having as empirical referential the social policies management councils in curitiba, both theoretical and methodological issues are approached in relation to the concept of power/influence, seeking to identify the most appropriate analytical model for studying the political influence within such institutions. after having considered two of the main approaches (decisional and positional) commonly used in studying the practice of political power, we have concluded that each one alone proves to be unable to explain the distribution of political influence within the councils. the authors suggest the elaboration of a model capable of integrating the virtues of each one of the perspectives and, at the same time, incorporating variables of contextual nature.",TRUE,FALSE,79,854,"recursos, decisao e poder: conselhos gestores de politicas publicas de curitiba this article investigates the political influence in institutions of enlarged participation. having as empirical referential the social policies management councils in curitiba, both theoretical and methodological issues are approached in relation to the concept of power/influence, seeking to identify the most appropriate analytical model for studying the political influence within such institutions. after having considered two of the main approaches (decisional and positional) commonly used in studying the practice of political power, we have concluded that each one alone proves to be unable to explain the distribution of political influence within the councils. the authors suggest the elaboration of a model capable of integrating the virtues of each one of the perspectives and, at the same time, incorporating variables of contextual nature.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
Redes sociais e instituições na construção do Estado e da sua permeabilidade,"Marques, Eduardo Cesar",1999,NA,"The article describes the relationship between state and society in the formulation and management of public policy in Brazil, through a study of the sanitation policy in Rio de Janeiro between 1975 and 1996. The author identified the professional community's social network surrounding this policy and analyzed its structure through a study of the patterns of relationships between individuals, groups and organizations in the community, as well as of the temporal and spatial distribution of public sector investment and the characteristics of the companies contracted in public action. Through this network, the author analyzed the consolidation of Cedae, the state agency responsible for handing out the contracts, its internal power dynamics and its standing within the surrounding political environment, and explained the contracting of the private sector companies who execute the public works. The article concludes that this pattern, based mainly on relationships between individuals built up steadily over the years, is characteristic of the Brazilian state and is an analytical key to the understanding of the implementation of its policies. Its dynamics give rise simultaneously to the consolidation of state agencies and their permeability.",Revista Brasileira de Ciências Sociais,redes sociais e instituicoes na construcao do estado e da sua permeabilidade,"the article describes the relationship between state and society in the formulation and management of public policy in brazil, through a study of the sanitation policy in rio de janeiro between 1975 and 1996. the author identified the professional community's social network surrounding this policy and analyzed its structure through a study of the patterns of relationships between individuals, groups and organizations in the community, as well as of the temporal and spatial distribution of public sector investment and the characteristics of the companies contracted in public action. through this network, the author analyzed the consolidation of cedae, the state agency responsible for handing out the contracts, its internal power dynamics and its standing within the surrounding political environment, and explained the contracting of the private sector companies who execute the public works. the article concludes that this pattern, based mainly on relationships between individuals built up steadily over the years, is characteristic of the brazilian state and is an analytical key to the understanding of the implementation of its policies. its dynamics give rise simultaneously to the consolidation of state agencies and their permeability.",TRUE,FALSE,76,1253,"redes sociais e instituicoes na construcao do estado e da sua permeabilidade the article describes the relationship between state and society in the formulation and management of public policy in brazil, through a study of the sanitation policy in rio de janeiro between 1975 and 1996. the author identified the professional community's social network surrounding this policy and analyzed its structure through a study of the patterns of relationships between individuals, groups and organizations in the community, as well as of the temporal and spatial distribution of public sector investment and the characteristics of the companies contracted in public action. through this network, the author analyzed the consolidation of cedae, the state agency responsible for handing out the contracts, its internal power dynamics and its standing within the surrounding political environment, and explained the contracting of the private sector companies who execute the public works. the article concludes that this pattern, based mainly on relationships between individuals built up steadily over the years, is characteristic of the brazilian state and is an analytical key to the understanding of the implementation of its policies. its dynamics give rise simultaneously to the consolidation of state agencies and their permeability.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,nao identificado
Cooperação internacional para difusão de políticas públicas: articulação e implementação de inovação com foco na agricultura familiar no Nordeste,"Lima, Alexciane Assis de; Pase, Hemerson",2025,https://doi.org/10.1590/40006/2025,"Abstract This study examines the cooperation between the Consórcio Nordeste in Brazil and China aimed at mechanizing family agriculture in Northeast Brazil, identifying the key mechanisms of diffusion involved. Employing a descriptive and qualitative approach, based on bibliographic and documentary research, the paper is grounded in the theory of public policy diffusion. The results indicate that cooperation, translation, and networking mechanisms, along with individual circulation, are most prominent in this process. Cooperation is formalized through a Memorandum of Understanding between the parties; the translation occurs in the adaptation of Chinese machinery to the conditions of the northeastern soil, while the networking and circulation of individuals are operationalized through the exchange of knowledge between researchers and institutions, inherent in the agreement signed. The Brazilian federalism framework, characterized by political and administrative decentralization, plays a crucial role by enabling regions to establish such international partnerships autonomously, thereby facilitating the implementation of these cooperative agreements.",Revista Brasileira de Ciências Sociais,cooperacao internacional para difusao de politicas publicas: articulacao e implementacao de inovacao com foco na agricultura familiar no nordeste,"abstract this study examines the cooperation between the consorcio nordeste in brazil and china aimed at mechanizing family agriculture in northeast brazil, identifying the key mechanisms of diffusion involved. employing a descriptive and qualitative approach, based on bibliographic and documentary research, the paper is grounded in the theory of public policy diffusion. the results indicate that cooperation, translation, and networking mechanisms, along with individual circulation, are most prominent in this process. cooperation is formalized through a memorandum of understanding between the parties; the translation occurs in the adaptation of chinese machinery to the conditions of the northeastern soil, while the networking and circulation of individuals are operationalized through the exchange of knowledge between researchers and institutions, inherent in the agreement signed. the brazilian federalism framework, characterized by political and administrative decentralization, plays a crucial role by enabling regions to establish such international partnerships autonomously, thereby facilitating the implementation of these cooperative agreements.",TRUE,TRUE,145,1165,"cooperacao internacional para difusao de politicas publicas: articulacao e implementacao de inovacao com foco na agricultura familiar no nordeste abstract this study examines the cooperation between the consorcio nordeste in brazil and china aimed at mechanizing family agriculture in northeast brazil, identifying the key mechanisms of diffusion involved. employing a descriptive and qualitative approach, based on bibliographic and documentary research, the paper is grounded in the theory of public policy diffusion. the results indicate that cooperation, translation, and networking mechanisms, along with individual circulation, are most prominent in this process. cooperation is formalized through a memorandum of understanding between the parties; the translation occurs in the adaptation of chinese machinery to the conditions of the northeastern soil, while the networking and circulation of individuals are operationalized through the exchange of knowledge between researchers and institutions, inherent in the agreement signed. the brazilian federalism framework, characterized by political and administrative decentralization, plays a crucial role by enabling regions to establish such international partnerships autonomously, thereby facilitating the implementation of these cooperative agreements.",TRUE,TRUE,TRUE,TRUE,Nível de rua,NA,NA,NA,qualitativo
Implementando ações afirmativas na pós-graduação: o processo de decisão colegiada na UFMG,"Mendes, Bianca Drielly; Assis, Lilian Bambirra de; Karruz, Ana Paula; Costa, Bruno Lazzarotti Diniz; Paula, Carolina Riente de Andrade",2025,https://doi.org/10.1590/40013/2025,"Abstract This article’s goal is to analyze the opportunities and challenges brought about by the collegial decision-making process in the implementation of the race-based quota policy in stricto sensu graduate programs at the Federal University of Minas Gerais (UFMG). This is an extremely relevant topic, yet still scarcely explored in a society marked by inequality and increasingly in need of becoming more participatory and collaborative. To this end, a descriptive, qualitative case study was conducted, drawing from content analysis of eighteen semi-structured interviews with members of the university community involved in the implementation of the quota policy. The results indicate that the decentralization of decisions related to affirmative action in UFMG’s stricto sensu graduate programs allowed program committees to adapt the quota system according to their specific contexts, raising the perception of legitimacy and the receptiveness to the policy. Nevertheless, this decentralization also led to unique processes and outcomes, and this openness enabled the maintenance of the horizontal stratification already present in this institution’s graduate education.",Revista Brasileira de Ciências Sociais,implementando acoes afirmativas na pos-graduacao: o processo de decisao colegiada na ufmg,"abstract this article's goal is to analyze the opportunities and challenges brought about by the collegial decision-making process in the implementation of the race-based quota policy in stricto sensu graduate programs at the federal university of minas gerais (ufmg). this is an extremely relevant topic, yet still scarcely explored in a society marked by inequality and increasingly in need of becoming more participatory and collaborative. to this end, a descriptive, qualitative case study was conducted, drawing from content analysis of eighteen semi-structured interviews with members of the university community involved in the implementation of the quota policy. the results indicate that the decentralization of decisions related to affirmative action in ufmg's stricto sensu graduate programs allowed program committees to adapt the quota system according to their specific contexts, raising the perception of legitimacy and the receptiveness to the policy. nevertheless, this decentralization also led to unique processes and outcomes, and this openness enabled the maintenance of the horizontal stratification already present in this institution's graduate education.",TRUE,TRUE,89,1179,"implementando acoes afirmativas na pos-graduacao: o processo de decisao colegiada na ufmg abstract this article's goal is to analyze the opportunities and challenges brought about by the collegial decision-making process in the implementation of the race-based quota policy in stricto sensu graduate programs at the federal university of minas gerais (ufmg). this is an extremely relevant topic, yet still scarcely explored in a society marked by inequality and increasingly in need of becoming more participatory and collaborative. to this end, a descriptive, qualitative case study was conducted, drawing from content analysis of eighteen semi-structured interviews with members of the university community involved in the implementation of the quota policy. the results indicate that the decentralization of decisions related to affirmative action in ufmg's stricto sensu graduate programs allowed program committees to adapt the quota system according to their specific contexts, raising the perception of legitimacy and the receptiveness to the policy. nevertheless, this decentralization also led to unique processes and outcomes, and this openness enabled the maintenance of the horizontal stratification already present in this institution's graduate education.",TRUE,TRUE,TRUE,TRUE,Geral,NA,NA,NA,qualitativo
OS SENTIDOS DA PARTICIPAÇÃO PARA O PARTIDO DOS TRABALHADORES (1980-2016),"Bezerra, Carla de Paiva",2019,https://doi.org/10.1590/3410016/2019,"At the 1982 election, the Workers’ Party (PT – Partido dos Trabalhadores) released the motto: “to govern with popular participation and inversion of priorities”. These ideas would accompany the party throughout its history, although with substantial changes in the way they were perceived by its militants and leaders. These changes were made explicit by the priorities given to different public policy instruments, ranging from the proposal to govern by Popular Councils in the 1980s to the constitution of a National System of Participation in the federal government in 2014. We argue that there is a relational dynamic, in which the adoption of different public policy instruments for the implementation of the participation guidelines simultaneously shapes and reflects party ideological preferences. Based on the experimentalism of its municipal, state, and federal administrations, successful experiences were incorporated into the party program as examples to be followed by other PT governments. From the systematic analysis of party resolutions and publications, we present how the meanings attributed to the term participation and its various adjectives gradually change, together with the choice of priority instruments for the implementation of participatory policies.",Revista Brasileira de Ciências Sociais,os sentidos da participacao para o partido dos trabalhadores (1980-2016),"at the 1982 election, the workers' party (pt - partido dos trabalhadores) released the motto: ""to govern with popular participation and inversion of priorities"". these ideas would accompany the party throughout its history, although with substantial changes in the way they were perceived by its militants and leaders. these changes were made explicit by the priorities given to different public policy instruments, ranging from the proposal to govern by popular councils in the 1980s to the constitution of a national system of participation in the federal government in 2014. we argue that there is a relational dynamic, in which the adoption of different public policy instruments for the implementation of the participation guidelines simultaneously shapes and reflects party ideological preferences. based on the experimentalism of its municipal, state, and federal administrations, successful experiences were incorporated into the party program as examples to be followed by other pt governments. from the systematic analysis of party resolutions and publications, we present how the meanings attributed to the term participation and its various adjectives gradually change, together with the choice of priority instruments for the implementation of participatory policies.",TRUE,TRUE,72,1280,"os sentidos da participacao para o partido dos trabalhadores (1980-2016) at the 1982 election, the workers' party (pt - partido dos trabalhadores) released the motto: ""to govern with popular participation and inversion of priorities"". these ideas would accompany the party throughout its history, although with substantial changes in the way they were perceived by its militants and leaders. these changes were made explicit by the priorities given to different public policy instruments, ranging from the proposal to govern by popular councils in the 1980s to the constitution of a national system of participation in the federal government in 2014. we argue that there is a relational dynamic, in which the adoption of different public policy instruments for the implementation of the participation guidelines simultaneously shapes and reflects party ideological preferences. based on the experimentalism of its municipal, state, and federal administrations, successful experiences were incorporated into the party program as examples to be followed by other pt governments. from the systematic analysis of party resolutions and publications, we present how the meanings attributed to the term participation and its various adjectives gradually change, together with the choice of priority instruments for the implementation of participatory policies.",TRUE,TRUE,TRUE,TRUE,Alto escalão,NA,NA,NA,quantitativo
